cover,title,author,publisher,isbn,timestamp,activity,details,library
https://img1.od-cdn.com/ImageType-100/1219-1/{02EF0750-A967-493C-AA14-B292C33C1DC3}Img100.jpg,Crush,Tracy Wolff,"Tantor Media, Inc.",9781705219621,"August 21, 2022 14:48",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{6FDDBB54-9FE0-4C80-8E38-4035EB0DF636}Img100.jpg,"My Sister, the Serial Killer",Oyinkan Braithwaite,Books on Tape,9780525643289,"August 16, 2022 16:53",renew,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2E788F69-82E8-4A42-B902-A8A896D49D2E}Img100.jpg,Crave,Tracy Wolff,"Tantor Media, Inc.",9781705219607,"August 16, 2022 02:11",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{DF111916-863C-4EA8-82C8-D2FF21895AEB}Img100.jpg,Book of Night,Holly Black,Macmillan Audio,9781250850133,"August 15, 2022 18:24",Returned, 12 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{8809BC36-EB29-4964-B022-D2A68D9F3445}IMG100.JPG,The Poppy War,R. F. Kuang,HarperAudio,9780062848789,"August 15, 2022 18:23",Returned, 1 day  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{8809BC36-EB29-4964-B022-D2A68D9F3445}IMG100.JPG,The Poppy War,R. F. Kuang,HarperAudio,9780062848789,"August 15, 2022 18:23",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{AE68A4DA-51F8-4BE3-B978-4F7E56D3A775}Img100.jpg,The Atlas Six,Olivie Blake,Macmillan Audio,9781250860460,"August 12, 2022 17:08",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{D8605BF8-EEFF-4F8E-9FC4-D19E0DAE1653}Img100.jpg,The Neverending Story,Michael Ende,"Tantor Media, Inc.","","August 12, 2022 04:10",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{02EF0750-A967-493C-AA14-B292C33C1DC3}Img100.jpg,Crush,Tracy Wolff,"Tantor Media, Inc.",9781705219621,"August 11, 2022 21:42",Returned, 6 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{22E6129F-7619-48D4-B55B-492885C66581}Img100.jpg,The Cruel Prince,Holly Black,Hachette Audio,9781478923749,"August 11, 2022 21:41",Returned, 3 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{B2DBD657-2223-4221-A0A1-8DBC9EDBAB51}Img100.jpg,Inheritance,Christopher Paolini,Books on Tape,9780739372494,"August 11, 2022 21:41",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1837-1/{484A05C8-0A4E-4D28-B7C9-0DDCFD2C77B8}Img100.jpg,Ballad of Songbirds and Snakes,Suzanne Collins,Scholastic Inc.,9781338635201,"August 06, 2022 19:12",Returned, 3 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2389-1/{6A600B7A-AFDA-4F0F-A32C-5BE178267B0E}Img100.jpg,Pride and Prejudice,Jane Austen,Duke Classics,"","August 06, 2022 19:12",Returned, 3 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{B8909201-82ED-469F-8371-5D0AAA679F4D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062841704,"August 06, 2022 19:12",renew,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{5EA340CF-782F-4B9A-BCE7-1C92DC075F35}Img100.jpg,The Wicked King,Holly Black,Hachette Audio,9781549171321,"August 06, 2022 19:12",Returned, 1 day  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{DF111916-863C-4EA8-82C8-D2FF21895AEB}Img100.jpg,Book of Night,Holly Black,Macmillan Audio,9781250850133,"August 06, 2022 19:11",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{AE68A4DA-51F8-4BE3-B978-4F7E56D3A775}Img100.jpg,The Atlas Six,Olivie Blake,Macmillan Audio,9781250860460,"August 05, 2022 00:10",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{46839368-0F48-40BC-B80B-34CE507E9409}Img100.jpg,Eldest,Christopher Paolini,Books on Tape,9780739338582,"August 05, 2022 00:10",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{729E9EB8-FFEE-44E3-B4EC-43F853CCFC0B}Img100.jpg,The Last Graduate,Naomi Novik,Books on Tape,9780593287439,"August 04, 2022 21:57",Returned,on due date,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{AE68A4DA-51F8-4BE3-B978-4F7E56D3A775}Img100.jpg,The Atlas Six,Olivie Blake,Macmillan Audio,9781250860460,"August 01, 2022 20:05",Returned,on due date,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{458001FE-0B3D-4F13-98F2-77E495D9B084}IMG100.JPG,The Invisible Life of Addie LaRue,V. E. Schwab,Macmillan Audio,9781250777959,"July 30, 2022 03:20",Returned, 4 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{51FBBA58-7F48-45E0-92F6-1E8868971F7C}Img100.jpg,Brisingr,Christopher Paolini,Books on Tape,9780739368053,"July 30, 2022 03:20",Returned, 11 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{46839368-0F48-40BC-B80B-34CE507E9409}Img100.jpg,Eldest,Christopher Paolini,Books on Tape,9780739338582,"July 30, 2022 03:19",Returned, 2 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{46839368-0F48-40BC-B80B-34CE507E9409}Img100.jpg,Eldest,Christopher Paolini,Books on Tape,9780739338582,"July 30, 2022 03:19",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{4404B604-8D59-47E3-BFD0-CD429235E995}Img100.jpg,The Starless Sea,Erin Morgenstern,Books on Tape,9780735207882,"July 30, 2022 03:19",Returned, 2 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{1B32D163-6220-4131-AF23-490682E44FE3}Img100.jpg,A Deadly Education,Naomi Novik,Books on Tape,9780593287415,"July 30, 2022 03:19",Returned, 2 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{6FDDBB54-9FE0-4C80-8E38-4035EB0DF636}Img100.jpg,"My Sister, the Serial Killer",Oyinkan Braithwaite,Books on Tape,9780525643289,"July 29, 2022 04:55",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0439-1/{5B6BB9CD-6C46-4ABB-9508-91909391AE03}Img100.jpg,This Is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",Gallery / Saga Press,9781534431010,"July 29, 2022 02:45",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{02EF0750-A967-493C-AA14-B292C33C1DC3}Img100.jpg,Crush,Tracy Wolff,"Tantor Media, Inc.",9781705219621,"July 28, 2022 03:28",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{8809BC36-EB29-4964-B022-D2A68D9F3445}IMG100.JPG,The Poppy War,R. F. Kuang,HarperAudio,9780062848789,"July 27, 2022 13:52",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{22E6129F-7619-48D4-B55B-492885C66581}Img100.jpg,The Cruel Prince,Holly Black,Hachette Audio,9781478923749,"July 25, 2022 16:08",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1837-1/{484A05C8-0A4E-4D28-B7C9-0DDCFD2C77B8}Img100.jpg,Ballad of Songbirds and Snakes,Suzanne Collins,Scholastic Inc.,9781338635201,"July 20, 2022 14:44",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/2389-1/{6A600B7A-AFDA-4F0F-A32C-5BE178267B0E}Img100.jpg,Pride and Prejudice,Jane Austen,Duke Classics,"","July 20, 2022 14:43",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{51FBBA58-7F48-45E0-92F6-1E8868971F7C}Img100.jpg,Brisingr,Christopher Paolini,Books on Tape,9780739368053,"July 20, 2022 14:40",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0044-1/{4A3E40D9-688B-4BFE-8D12-4F630E822069}Img100.jpg,Mostly Dead Things,Kristen Arnett,Tin House Books,9781947793316,"July 18, 2022 15:30",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{B8909201-82ED-469F-8371-5D0AAA679F4D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062841704,"July 18, 2022 15:28",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{5EA340CF-782F-4B9A-BCE7-1C92DC075F35}Img100.jpg,The Wicked King,Holly Black,Hachette Audio,9781549171321,"July 18, 2022 01:34",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{5EA340CF-782F-4B9A-BCE7-1C92DC075F35}Img100.jpg,The Wicked King,Holly Black,Hachette Audio,9781549171321,"July 18, 2022 01:33",Returned, 20 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{5EA340CF-782F-4B9A-BCE7-1C92DC075F35}Img100.jpg,The Wicked King,Holly Black,Hachette Audio,9781549171321,"July 18, 2022 01:33",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{729E9EB8-FFEE-44E3-B4EC-43F853CCFC0B}Img100.jpg,The Last Graduate,Naomi Novik,Books on Tape,9780593287439,"July 14, 2022 21:57",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{458001FE-0B3D-4F13-98F2-77E495D9B084}IMG100.JPG,The Invisible Life of Addie LaRue,V. E. Schwab,Macmillan Audio,9781250777959,"July 14, 2022 01:03",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{AE68A4DA-51F8-4BE3-B978-4F7E56D3A775}Img100.jpg,The Atlas Six,Olivie Blake,Macmillan Audio,9781250860460,"July 11, 2022 20:05",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{1B32D163-6220-4131-AF23-490682E44FE3}Img100.jpg,A Deadly Education,Naomi Novik,Books on Tape,9780593287415,"July 11, 2022 04:48",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{6DD9C963-FFD8-4D1B-AAE4-79C8813A1CD4}Img100.jpg,Covet,Tracy Wolff,"Tantor Media, Inc.",9781705219645,"July 11, 2022 04:48",Returned, 20 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{6DD9C963-FFD8-4D1B-AAE4-79C8813A1CD4}Img100.jpg,Covet,Tracy Wolff,"Tantor Media, Inc.",9781705219645,"July 11, 2022 04:48",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2A8E1816-FC76-4609-922D-A0E0377A73C1}IMG100.JPG,Court,Tracy Wolff,"Tantor Media, Inc.",9781705276464,"July 11, 2022 04:48",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{02EF0750-A967-493C-AA14-B292C33C1DC3}Img100.jpg,Crush,Tracy Wolff,"Tantor Media, Inc.",9781705219621,"July 11, 2022 04:47",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{4404B604-8D59-47E3-BFD0-CD429235E995}Img100.jpg,The Starless Sea,Erin Morgenstern,Books on Tape,9780735207882,"July 11, 2022 04:47",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{AE68A4DA-51F8-4BE3-B978-4F7E56D3A775}Img100.jpg,The Atlas Six,Olivie Blake,Macmillan Audio,9781250860460,"July 11, 2022 04:46",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2E788F69-82E8-4A42-B902-A8A896D49D2E}Img100.jpg,Crave,Tracy Wolff,"Tantor Media, Inc.",9781705219607,"July 11, 2022 04:46",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{DF111916-863C-4EA8-82C8-D2FF21895AEB}Img100.jpg,Book of Night,Holly Black,Macmillan Audio,9781250850133,"July 11, 2022 04:46",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{458001FE-0B3D-4F13-98F2-77E495D9B084}IMG100.JPG,The Invisible Life of Addie LaRue,V. E. Schwab,Macmillan Audio,9781250777959,"July 11, 2022 04:45",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{B2DBD657-2223-4221-A0A1-8DBC9EDBAB51}Img100.jpg,Inheritance,Christopher Paolini,Books on Tape,9780739372494,"July 11, 2022 04:44",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{51FBBA58-7F48-45E0-92F6-1E8868971F7C}Img100.jpg,Brisingr,Christopher Paolini,Books on Tape,9780739368053,"July 11, 2022 04:43",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{46839368-0F48-40BC-B80B-34CE507E9409}Img100.jpg,Eldest,Christopher Paolini,Books on Tape,9780739338582,"July 11, 2022 04:43",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{EAEBBB06-1025-4535-AC04-9D85007D4A1B}Img100.jpg,The Queen of Nothing,Holly Black,Hachette Audio,9781549150173,"July 11, 2022 04:43",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{5EA340CF-782F-4B9A-BCE7-1C92DC075F35}Img100.jpg,The Wicked King,Holly Black,Hachette Audio,9781549171321,"July 11, 2022 04:43",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{22E6129F-7619-48D4-B55B-492885C66581}Img100.jpg,The Cruel Prince,Holly Black,Hachette Audio,9781478923749,"July 11, 2022 04:43",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{B8909201-82ED-469F-8371-5D0AAA679F4D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062841704,"July 11, 2022 04:42",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{8809BC36-EB29-4964-B022-D2A68D9F3445}IMG100.JPG,The Poppy War,R. F. Kuang,HarperAudio,9780062848789,"July 11, 2022 04:42",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{42A64C8A-9DC4-4CBB-8839-AB1AF65F900E}Img100.jpg,Cry Wolf,Patricia Briggs,Books on Tape,9781429526609,"July 09, 2022 03:55",Returned, 11 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{2781587F-F7CE-450C-A915-FB2C6FE8E1A1}Img100.jpg,Book Lovers,Emily Henry,Books on Tape,9780593553770,"July 09, 2022 03:54",Returned, 8 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{9A59320F-2DA7-499F-B98F-2C56A5FC5BB2}IMG100.JPG,Blood of Elves,Andrzej Sapkowski,Hachette Audio,9781478904724,"July 09, 2022 03:54",Returned, 2 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{1B32D163-6220-4131-AF23-490682E44FE3}Img100.jpg,A Deadly Education,Naomi Novik,Books on Tape,9780593287415,"July 09, 2022 03:54",Returned, 1 day  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{729E9EB8-FFEE-44E3-B4EC-43F853CCFC0B}Img100.jpg,The Last Graduate,Naomi Novik,Books on Tape,9780593287439,"July 09, 2022 03:54",Returned, 1 day  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{753D2D30-BB5A-4468-B0AE-D1A41C246E3C}Img100.jpg,Kill the Farm Boy,"Kevin Hearne, Delilah S. Dawson",Books on Tape,9780525593669,"July 09, 2022 03:54",Returned, 13 hours  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{939047A6-52C9-4F45-A152-74F370A20013}IMG100.JPG,Sword of Destiny,Andrzej Sapkowski,Hachette Audio,9781478934912,"July 09, 2022 03:52",Returned,on due date,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{29C49BBB-A942-43B4-8BD9-32CDD49097A7}IMG100.JPG,The Time of Contempt,Andrzej Sapkowski,Hachette Audio,9781478904731,"July 08, 2022 17:39",Returned,on due date,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{AE68A4DA-51F8-4BE3-B978-4F7E56D3A775}Img100.jpg,The Atlas Six,Olivie Blake,Macmillan Audio,9781250860460,"July 07, 2022 02:24",Returned,on due date,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{46839368-0F48-40BC-B80B-34CE507E9409}Img100.jpg,Eldest,Christopher Paolini,Books on Tape,9780739338582,"July 07, 2022 00:51",Returned,on due date,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{16A53EF9-9604-4190-BFD9-EC45DD82FEB0}Img100.jpg,King's Cage,Victoria Aveyard,HarperTeen,9780062656681,"July 05, 2022 04:14",Returned, 11 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{44D53B09-70BB-48B2-A746-D4C0846B7F97}Img100.jpg,Brisingr,Christopher Paolini,Random House Children's Books,9780375891410,"July 03, 2022 15:28",Returned, 4 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{B2DBD657-2223-4221-A0A1-8DBC9EDBAB51}Img100.jpg,Inheritance,Christopher Paolini,Books on Tape,9780739372494,"July 03, 2022 15:26",Returned, 3 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{D116B3F2-4625-470C-A176-96C43E44F05B}Img100.jpg,King's Cage,Victoria Aveyard,HarperCollins,9780062310712,"July 01, 2022 19:24",Returned, 6 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{62F13E30-3EDF-41E4-8F52-5D4612F07B3D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062423016,"July 01, 2022 19:23",Returned, 6 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{B8909201-82ED-469F-8371-5D0AAA679F4D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062841704,"July 01, 2022 19:23",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2E788F69-82E8-4A42-B902-A8A896D49D2E}Img100.jpg,Crave,Tracy Wolff,"Tantor Media, Inc.",9781705219607,"June 30, 2022 22:48",Returned, 2 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2E788F69-82E8-4A42-B902-A8A896D49D2E}Img100.jpg,Crave,Tracy Wolff,"Tantor Media, Inc.",9781705219607,"June 30, 2022 22:48",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{5818095B-AA29-4976-BBF5-DE5CD401E66B}IMG100.JPG,When He Was Wicked,Julia Quinn,"Recorded Books, Inc.",9781980088042,"June 29, 2022 16:26",Returned, 10 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{C436991C-C679-4E7B-92E8-0751ABC88EB2}IMG100.JPG,On the Way to the Wedding,Julia Quinn,"Recorded Books, Inc.",9781980088028,"June 29, 2022 16:26",Returned, 8 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{081A6FD0-4A94-42EF-85A9-E6A23110F414}IMG100.JPG,The Viscount Who Loved Me,Julia Quinn,"Recorded Books, Inc.",9781501940781,"June 29, 2022 16:26",Returned, 10 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{6925CDDB-7ACA-4734-8978-AF9DADEB2145}IMG100.JPG,An Offer from a Gentleman,Julia Quinn,"Recorded Books, Inc.",9781501946127,"June 29, 2022 16:26",Returned, 13 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{FEFBF396-6700-4D5B-9A53-CF6FAE5C08BD}IMG100.JPG,Romancing Mister Bridgerton,Julia Quinn,"Recorded Books, Inc.",9781501955846,"June 29, 2022 16:26",Returned, 12 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{42A64C8A-9DC4-4CBB-8839-AB1AF65F900E}Img100.jpg,Cry Wolf,Patricia Briggs,Books on Tape,9781429526609,"June 29, 2022 16:25",renew,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{EAEBBB06-1025-4535-AC04-9D85007D4A1B}Img100.jpg,The Queen of Nothing,Holly Black,Hachette Audio,9781549150173,"June 29, 2022 16:25",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{DF111916-863C-4EA8-82C8-D2FF21895AEB}Img100.jpg,Book of Night,Holly Black,Macmillan Audio,9781250850133,"June 29, 2022 16:24",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{B8909201-82ED-469F-8371-5D0AAA679F4D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062841704,"June 28, 2022 14:29",Returned, 1 day  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{B8909201-82ED-469F-8371-5D0AAA679F4D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062841704,"June 28, 2022 14:29",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{D1C2CBE7-A4FF-4DB8-AC13-240CE0C085C7}Img100.jpg,Glass Sword,Victoria Aveyard,HarperCollins,9780062310682,"June 26, 2022 23:00",Returned, 11 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{F7788CF5-59D3-46E3-9C93-713BF6E0A7DD}Img100.jpg,Glass Sword,Victoria Aveyard,HarperTeen,9780062417305,"June 26, 2022 23:00",Returned, 17 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{2781587F-F7CE-450C-A915-FB2C6FE8E1A1}Img100.jpg,Book Lovers,Emily Henry,Books on Tape,9780593553770,"June 26, 2022 22:06",Borrowed, 21 days ,Spokane Public Library
