cover,title,author,publisher,isbn,timestamp,activity,details,library
https://img1.od-cdn.com/ImageType-100/0887-1/{EAEBBB06-1025-4535-AC04-9D85007D4A1B}Img100.jpg,The Queen of Nothing,Holly Black,Hachette Audio,9781549150173,"June 26, 2022 22:06",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{5EA340CF-782F-4B9A-BCE7-1C92DC075F35}Img100.jpg,The Wicked King,Holly Black,Hachette Audio,9781549171321,"June 26, 2022 22:06",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{22E6129F-7619-48D4-B55B-492885C66581}Img100.jpg,The Cruel Prince,Holly Black,Hachette Audio,9781478923749,"June 26, 2022 22:05",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{16A53EF9-9604-4190-BFD9-EC45DD82FEB0}Img100.jpg,King's Cage,Victoria Aveyard,HarperTeen,9780062656681,"June 25, 2022 23:45",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{379729DC-D3C3-4378-9108-7B27D40F1913}Img100.jpg,A Touch of Darkness,Scarlett St. Clair,"Tantor Media, Inc.",9781705234020,"June 23, 2022 23:00",Returned,on due date,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{F7788CF5-59D3-46E3-9C93-713BF6E0A7DD}Img100.jpg,Glass Sword,Victoria Aveyard,HarperTeen,9780062417305,"June 23, 2022 15:00",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{6925CDDB-7ACA-4734-8978-AF9DADEB2145}IMG100.JPG,An Offer from a Gentleman,Julia Quinn,"Recorded Books, Inc.",9781501946127,"June 21, 2022 18:10",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0017-1/{F9AECE81-53DF-40E2-976E-6F2403C58972}IMG100.JPG,Sword of Destiny,Andrzej Sapkowski,Orbit,9780316389716,"June 21, 2022 05:21",Returned, 18 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{D41A57F6-B12D-408F-9EF1-7E96D31AA72B}Img100.jpg,Eragon,Christopher Paolini,Books on Tape,9780807219645,"June 20, 2022 23:09",Returned, 16 hours  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{FEFBF396-6700-4D5B-9A53-CF6FAE5C08BD}IMG100.JPG,Romancing Mister Bridgerton,Julia Quinn,"Recorded Books, Inc.",9781501955846,"June 20, 2022 19:16",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{9A59320F-2DA7-499F-B98F-2C56A5FC5BB2}IMG100.JPG,Blood of Elves,Andrzej Sapkowski,Hachette Audio,9781478904724,"June 20, 2022 15:59",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{1B32D163-6220-4131-AF23-490682E44FE3}Img100.jpg,A Deadly Education,Naomi Novik,Books on Tape,9780593287415,"June 19, 2022 18:28",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{729E9EB8-FFEE-44E3-B4EC-43F853CCFC0B}Img100.jpg,The Last Graduate,Naomi Novik,Books on Tape,9780593287439,"June 19, 2022 18:28",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{081A6FD0-4A94-42EF-85A9-E6A23110F414}IMG100.JPG,The Viscount Who Loved Me,Julia Quinn,"Recorded Books, Inc.",9781501940781,"June 18, 2022 19:39",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0017-1/{F9AECE81-53DF-40E2-976E-6F2403C58972}IMG100.JPG,Sword of Destiny,Andrzej Sapkowski,Orbit,9780316389716,"June 18, 2022 17:05",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{5818095B-AA29-4976-BBF5-DE5CD401E66B}IMG100.JPG,When He Was Wicked,Julia Quinn,"Recorded Books, Inc.",9781980088042,"June 18, 2022 17:04",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{753D2D30-BB5A-4468-B0AE-D1A41C246E3C}Img100.jpg,Kill the Farm Boy,"Kevin Hearne, Delilah S. Dawson",Books on Tape,9780525593669,"June 18, 2022 17:04",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{C35607F8-5CFC-43C5-9918-0A7F73947168}Img100.jpg,No Country for Old Gnomes,"Kevin Hearne, Delilah S. Dawson",Books on Tape,9780525593683,"June 18, 2022 17:04",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{939047A6-52C9-4F45-A152-74F370A20013}IMG100.JPG,Sword of Destiny,Andrzej Sapkowski,Hachette Audio,9781478934912,"June 18, 2022 03:52",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{E4FA8E66-895A-4359-AEEF-9FCC3126E3A3}Img100.jpg,Daughter of the Moon Goddess,Sue Lynn Tan,HarperAudio,9780063031340,"June 17, 2022 20:41",Returned, 3 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{29C49BBB-A942-43B4-8BD9-32CDD49097A7}IMG100.JPG,The Time of Contempt,Andrzej Sapkowski,Hachette Audio,9781478904731,"June 17, 2022 17:39",renew,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{44D53B09-70BB-48B2-A746-D4C0846B7F97}Img100.jpg,Brisingr,Christopher Paolini,Random House Children's Books,9780375891410,"June 17, 2022 13:05",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{C436991C-C679-4E7B-92E8-0751ABC88EB2}IMG100.JPG,On the Way to the Wedding,Julia Quinn,"Recorded Books, Inc.",9781980088028,"June 17, 2022 03:39",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{2F96DDAA-D3DB-4583-87D0-813683227352}IMG100.JPG,It's in His Kiss,Julia Quinn,"Recorded Books, Inc.",9781980088011,"June 17, 2022 03:39",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{5818095B-AA29-4976-BBF5-DE5CD401E66B}IMG100.JPG,When He Was Wicked,Julia Quinn,"Recorded Books, Inc.",9781980088042,"June 17, 2022 03:39",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{B60F1851-E37F-4261-AD84-74718466872B}IMG100.JPG,"To Sir Phillip, with Love",Julia Quinn,"Recorded Books, Inc.",9781501965692,"June 17, 2022 03:38",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{FEFBF396-6700-4D5B-9A53-CF6FAE5C08BD}IMG100.JPG,Romancing Mister Bridgerton,Julia Quinn,"Recorded Books, Inc.",9781501955846,"June 17, 2022 03:38",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{6925CDDB-7ACA-4734-8978-AF9DADEB2145}IMG100.JPG,An Offer from a Gentleman,Julia Quinn,"Recorded Books, Inc.",9781501946127,"June 17, 2022 03:38",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{081A6FD0-4A94-42EF-85A9-E6A23110F414}IMG100.JPG,The Viscount Who Loved Me,Julia Quinn,"Recorded Books, Inc.",9781501940781,"June 17, 2022 03:38",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{078F5C99-3ED9-4AE9-BDC2-B350643E31E2}IMG100.JPG,The Duke and I,Julia Quinn,"Recorded Books, Inc.",9781501938788,"June 17, 2022 03:38",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{D91B7033-FAD9-49CE-A468-BB3B950FD5D5}Img100.jpg,Dune,Frank Herbert,Macmillan Audio,9781427201447,"June 17, 2022 03:37",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/5054-1/{3ADB16B9-E0CE-48E7-9C94-F55571274428}IMG100.JPG,It Ends with Us,Colleen Hoover,Simon & Schuster Audio,9781508212690,"June 17, 2022 03:36",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/5054-1/{487C10CE-09A6-4347-B7AA-14BA30C13DC6}Img100.jpg,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,Simon & Schuster Audio,9781508236610,"June 17, 2022 03:36",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{62F13E30-3EDF-41E4-8F52-5D4612F07B3D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062423016,"June 17, 2022 02:38",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{D116B3F2-4625-470C-A176-96C43E44F05B}Img100.jpg,King's Cage,Victoria Aveyard,HarperCollins,9780062310712,"June 17, 2022 02:38",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{D1C2CBE7-A4FF-4DB8-AC13-240CE0C085C7}Img100.jpg,Glass Sword,Victoria Aveyard,HarperCollins,9780062310682,"June 17, 2022 02:38",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{AE68A4DA-51F8-4BE3-B978-4F7E56D3A775}Img100.jpg,The Atlas Six,Olivie Blake,Macmillan Audio,9781250860460,"June 16, 2022 02:24",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{B2DBD657-2223-4221-A0A1-8DBC9EDBAB51}Img100.jpg,Inheritance,Christopher Paolini,Books on Tape,9780739372494,"June 16, 2022 00:52",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{44D53B09-70BB-48B2-A746-D4C0846B7F97}Img100.jpg,Brisingr,Christopher Paolini,Random House Children's Books,9780375891410,"June 16, 2022 00:52",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{51FBBA58-7F48-45E0-92F6-1E8868971F7C}Img100.jpg,Brisingr,Christopher Paolini,Books on Tape,9780739368053,"June 16, 2022 00:51",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{46839368-0F48-40BC-B80B-34CE507E9409}Img100.jpg,Eldest,Christopher Paolini,Books on Tape,9780739338582,"June 16, 2022 00:51",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{379A72A9-5F2D-4E2C-B26A-C03CF2F1BFD4}IMG100.JPG,The Last Wish,Andrzej Sapkowski,Hachette Audio,9781478904717,"June 16, 2022 00:47",Returned, 2 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{9A59320F-2DA7-499F-B98F-2C56A5FC5BB2}IMG100.JPG,Blood of Elves,Andrzej Sapkowski,Hachette Audio,9781478904724,"June 13, 2022 20:42",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0017-1/{F9AECE81-53DF-40E2-976E-6F2403C58972}IMG100.JPG,Sword of Destiny,Andrzej Sapkowski,Orbit,9780316389716,"June 13, 2022 20:41",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{097FFE1F-36F3-493A-A09B-791728F2EADD}IMG100.JPG,A Court of Frost and Starlight,Sarah J. Maas,"Recorded Books, Inc.",9781501994661,"June 13, 2022 20:40",Returned, 5 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2E788F69-82E8-4A42-B902-A8A896D49D2E}Img100.jpg,Crave,Tracy Wolff,"Tantor Media, Inc.",9781705219607,"June 12, 2022 22:28",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{42A64C8A-9DC4-4CBB-8839-AB1AF65F900E}Img100.jpg,Cry Wolf,Patricia Briggs,Books on Tape,9781429526609,"June 10, 2022 06:05",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{22E6129F-7619-48D4-B55B-492885C66581}Img100.jpg,The Cruel Prince,Holly Black,Hachette Audio,9781478923749,"June 09, 2022 14:51",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{4404B604-8D59-47E3-BFD0-CD429235E995}Img100.jpg,The Starless Sea,Erin Morgenstern,Books on Tape,9780735207882,"June 09, 2022 14:48",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{42A64C8A-9DC4-4CBB-8839-AB1AF65F900E}Img100.jpg,Cry Wolf,Patricia Briggs,Books on Tape,9781429526609,"June 09, 2022 14:45",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{753D2D30-BB5A-4468-B0AE-D1A41C246E3C}Img100.jpg,Kill the Farm Boy,"Kevin Hearne, Delilah S. Dawson",Books on Tape,9780525593669,"June 09, 2022 14:43",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2E788F69-82E8-4A42-B902-A8A896D49D2E}Img100.jpg,Crave,Tracy Wolff,"Tantor Media, Inc.",9781705219607,"June 09, 2022 14:42",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{DF111916-863C-4EA8-82C8-D2FF21895AEB}Img100.jpg,Book of Night,Holly Black,Macmillan Audio,9781250850133,"June 09, 2022 14:41",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{C9609AA3-26B1-4478-BAF8-62097449A1C0}Img100.jpg,Red Queen,Victoria Aveyard,HarperTeen,9780062346513,"June 09, 2022 06:35",Returned, 14 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{62F13E30-3EDF-41E4-8F52-5D4612F07B3D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062423016,"June 09, 2022 06:35",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{B8909201-82ED-469F-8371-5D0AAA679F4D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062841704,"June 09, 2022 06:34",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{D116B3F2-4625-470C-A176-96C43E44F05B}Img100.jpg,King's Cage,Victoria Aveyard,HarperCollins,9780062310712,"June 09, 2022 06:34",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{16A53EF9-9604-4190-BFD9-EC45DD82FEB0}Img100.jpg,King's Cage,Victoria Aveyard,HarperTeen,9780062656681,"June 09, 2022 06:34",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{D1C2CBE7-A4FF-4DB8-AC13-240CE0C085C7}Img100.jpg,Glass Sword,Victoria Aveyard,HarperCollins,9780062310682,"June 09, 2022 06:33",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{F7788CF5-59D3-46E3-9C93-713BF6E0A7DD}Img100.jpg,Glass Sword,Victoria Aveyard,HarperTeen,9780062417305,"June 09, 2022 06:33",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{1B5D1E8A-9792-4F1F-B198-3A4A231F7D98}Img100.jpg,Ninth House,Leigh Bardugo,Macmillan Audio,9781250230911,"June 07, 2022 00:46",Returned, 15 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{71C633FA-6064-46CD-ACC2-93B6A7C1547D}Img100.jpg,Midnight Sun,Stephenie Meyer,Hachette Audio,9781549134661,"June 05, 2022 20:46",Returned, 18 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{71C633FA-6064-46CD-ACC2-93B6A7C1547D}Img100.jpg,Midnight Sun,Stephenie Meyer,Hachette Audio,9781549134661,"June 02, 2022 23:37",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{C9609AA3-26B1-4478-BAF8-62097449A1C0}Img100.jpg,Red Queen,Victoria Aveyard,HarperTeen,9780062346513,"June 02, 2022 23:00",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{379729DC-D3C3-4378-9108-7B27D40F1913}Img100.jpg,A Touch of Darkness,Scarlett St. Clair,"Tantor Media, Inc.",9781705234020,"June 02, 2022 23:00",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{1B5D1E8A-9792-4F1F-B198-3A4A231F7D98}Img100.jpg,Ninth House,Leigh Bardugo,Macmillan Audio,9781250230911,"June 01, 2022 21:19",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{5A9ED96B-E3A1-4207-8C63-8B75BD9B39E9}Img100.jpg,Good Omens,"Neil Gaiman, Terry Pratchett",HarperAudio,9780061967078,"June 01, 2022 21:19",Returned, 17 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{D41A57F6-B12D-408F-9EF1-7E96D31AA72B}Img100.jpg,Eragon,Christopher Paolini,Books on Tape,9780807219645,"May 31, 2022 15:45",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{E4FA8E66-895A-4359-AEEF-9FCC3126E3A3}Img100.jpg,Daughter of the Moon Goddess,Sue Lynn Tan,HarperAudio,9780063031340,"May 30, 2022 23:00",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{29C49BBB-A942-43B4-8BD9-32CDD49097A7}IMG100.JPG,The Time of Contempt,Andrzej Sapkowski,Hachette Audio,9781478904731,"May 30, 2022 17:33",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{097FFE1F-36F3-493A-A09B-791728F2EADD}IMG100.JPG,A Court of Frost and Starlight,Sarah J. Maas,"Recorded Books, Inc.",9781501994661,"May 29, 2022 06:17",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{29C49BBB-A942-43B4-8BD9-32CDD49097A7}IMG100.JPG,The Time of Contempt,Andrzej Sapkowski,Hachette Audio,9781478904731,"May 29, 2022 00:13",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{8809BC36-EB29-4964-B022-D2A68D9F3445}IMG100.JPG,The Poppy War,R. F. Kuang,HarperAudio,9780062848789,"May 29, 2022 00:10",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{1B5D1E8A-9792-4F1F-B198-3A4A231F7D98}Img100.jpg,Ninth House,Leigh Bardugo,Macmillan Audio,9781250230911,"May 29, 2022 00:09",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{1B32D163-6220-4131-AF23-490682E44FE3}Img100.jpg,A Deadly Education,Naomi Novik,Books on Tape,9780593287415,"May 29, 2022 00:08",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{D41A57F6-B12D-408F-9EF1-7E96D31AA72B}Img100.jpg,Eragon,Christopher Paolini,Books on Tape,9780807219645,"May 29, 2022 00:07",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{5A9ED96B-E3A1-4207-8C63-8B75BD9B39E9}Img100.jpg,Good Omens,"Neil Gaiman, Terry Pratchett",HarperAudio,9780061967078,"May 29, 2022 00:07",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{379729DC-D3C3-4378-9108-7B27D40F1913}Img100.jpg,A Touch of Darkness,Scarlett St. Clair,"Tantor Media, Inc.",9781705234020,"May 29, 2022 00:06",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{C9609AA3-26B1-4478-BAF8-62097449A1C0}Img100.jpg,Red Queen,Victoria Aveyard,HarperTeen,9780062346513,"May 29, 2022 00:06",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{379A72A9-5F2D-4E2C-B26A-C03CF2F1BFD4}IMG100.JPG,The Last Wish,Andrzej Sapkowski,Hachette Audio,9781478904717,"May 29, 2022 00:05",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{71C633FA-6064-46CD-ACC2-93B6A7C1547D}Img100.jpg,Midnight Sun,Stephenie Meyer,Hachette Audio,9781549134661,"May 29, 2022 00:03",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{E4FA8E66-895A-4359-AEEF-9FCC3126E3A3}Img100.jpg,Daughter of the Moon Goddess,Sue Lynn Tan,HarperAudio,9780063031340,"May 28, 2022 23:54",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{AE68A4DA-51F8-4BE3-B978-4F7E56D3A775}Img100.jpg,The Atlas Six,Olivie Blake,Macmillan Audio,9781250860460,"May 28, 2022 23:53",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{2781587F-F7CE-450C-A915-FB2C6FE8E1A1}Img100.jpg,Book Lovers,Emily Henry,Books on Tape,9780593553770,"May 28, 2022 23:51",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{097FFE1F-36F3-493A-A09B-791728F2EADD}IMG100.JPG,A Court of Frost and Starlight,Sarah J. Maas,"Recorded Books, Inc.",9781501994661,"May 28, 2022 23:50",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{B60F1851-E37F-4261-AD84-74718466872B}IMG100.JPG,"To Sir Phillip, with Love",Julia Quinn,"Recorded Books, Inc.",9781501965692,"",Hold expired,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{2F96DDAA-D3DB-4583-87D0-813683227352}IMG100.JPG,It's in His Kiss,Julia Quinn,"Recorded Books, Inc.",9781980088011,"",Hold expired,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{078F5C99-3ED9-4AE9-BDC2-B350643E31E2}IMG100.JPG,The Duke and I,Julia Quinn,"Recorded Books, Inc.",9781501938788,"",Hold expired,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{34885D6E-CC4F-4C1D-8ED1-8B23D0807BC4}Img100.jpg,The Final Girl Support Group,Grady Hendrix,Penguin Publishing Group,9780593201251,"",Hold expired,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0017-1/{673F89F4-F721-4DD4-A8B3-73423AA1395D}IMG100.JPG,The Final Gambit,Jennifer Lynn Barnes,"Little, Brown Books for Young Readers",9780316371124,"",Hold expired,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{B22167A6-D097-49EA-A49E-E6A71DBBAF1C}IMG100.JPG,Suicide Notes,Michael Thomas Ford,HarperCollins,9780062043078,"",Hold expired,"",Spokane Public Library
